Part Number|Description|Part Revision|Drawing Revision|Project Code|Material Spec.|Material
S5721224320200|CORNIERE EXT N24|AN|AD2|AL07|BMS7-26|Aluminum Alloy 2024
S57212243203|CORNIERE EXT N24|A|N|AL07|AMS4928|Titanium Alloy Ti-6Al-4V
S5721224320300|CORNIERE EXT N24|B|E00|AL07|AMS5643|Stainless Steel 321
S57213242204|NERVURE 24 NUE|BD|F|AL07|AMS5662|Inconel 718 Nickel Alloy
S5721324220400|NERVURE 24 NUE|AU|BK|AL07|AMS5643|Stainless Steel 321
S57213242206|NERVURE 24 NUE|AG1|AS|AL07|ABP3-4201|Titanium Alloy Plate
S5721324220600|NERVURE 24 NUE|S|AG|AL07|ABP3-4001|Titanium Alloy Ti-6Al-4V
S5721338820000|LOCKING-PIN|AC2|AN|AL07|BMS7-26|Aluminum Alloy 2024
S5751222920000|PIN-SAFETY|W01|F|AL07|AMS5662|Inconel 718 Nickel Alloy
S71712025200|CONNECTOR|AK|AE|AL07|BMS7-331|Titanium Alloy 6AL-4V
S7171202700000|CONNECTOR|T01|AU|AL07|BMS7-26|Aluminum Alloy 2024
S9231000420000|SPACER|BD|E01|AL07|ABP3-7101|15-5PH Stainless Steel
S9241028400000|SUPPORT|BA|J|AL07|BMS7-331|Titanium Alloy 6AL-4V
S92410284200|SUPPORT|Q|AV|AL07|BMS7-304|Aluminum Alloy 7075
S9242300420000|SUPPORT|AH|Z01|AL07|BMS7-26|Aluminum Alloy 2024
V5312708200000|FR16 CORNER EDGE G|G|B01|AL07|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5312708200100|FR16 CORNER EDGE D|AA|D02|AL07|BMS7-304|Aluminum Alloy 7075
V53127082200|FR16 CORNER EDGE G|U02|AG|AL07|ABP3-2304|Aluminum Alloy 2024
V53127082201|FR16 CORNER EDGE D|AT|B01|AL07|BMS7-430|Inconel 718 Nickel Alloy
V5312708300000|FR18 CORNER EDGE G|S01|B01|AL07|ABP3-2304|Aluminum Alloy 2024
V5312708300100|FR18 CORNER EDGE D|Z|R|AL07|BMS7-331|Titanium Alloy 6AL-4V
V53127083200|FR18 CORNER EDGE G|H|B01|AL07|ABP3-4201|Titanium Alloy Plate
V53127083201|FR18 CORNER EDGE D|AB|E02|AL07|ABP3-2101|Aluminum Alloy 7075
V5331812620000|UNFOLD FITTING|AE|AV|AL07|ABP3-2101|Aluminum Alloy 7075
V5332918320001|CROSS BEAM G1-G2 FR61 LHS|E02|AA|AL07|ABP3-7101|15-5PH Stainless Steel
V5332918320002|CROSS BEAM G1-G2 FR61 RHS|AQ|W|AL07|AMS5643|Stainless Steel 321
V5332918320101|CROSS BEAM G1-G2 FR61 RHS|AH|AE|AL07|ABP3-2101|Aluminum Alloy 7075
D5281010020400|DOOR-LANDING GEAR|F01|AQ|AL10|ABP3-7101|15-5PH Stainless Steel
D5313317720004|FERRURE DEMI LUNE|L|D02|AL10|ABP3-7101|15-5PH Stainless Steel
D5313317720104|FERRURE DEMI LUNE|D00|AW|AL10|ABP3-4001|Titanium Alloy Ti-6Al-4V
D5313364420002|FERRUE Y0 BIRD STRIKE XLR|AN1|J|AL10|BMS7-380|Stainless Steel 15-5PH
D5313521020001|FERRURE ST5-ST6-ST7|AH|U|AL10|BMS7-331|Titanium Alloy 6AL-4V
D5313558220000|FERRURE LISSE LAT C20|P|F01|AL10|BMS7-26|Aluminum Alloy 2024
D5391894420040|BRACKET|E00|AG1|AL10|BMS7-331|Titanium Alloy 6AL-4V
D5391894420100|BRACKET|AG|W|AL10|AMS5662|Inconel 718 Nickel Alloy
D5392408320190|CLEVIS|S02|AH|AL10|BMS7-430|Inconel 718 Nickel Alloy
D5392666700000|OMEGA BRACKET|M01|AP|AL10|BMS7-331|Titanium Alloy 6AL-4V
D5392666720000|SUPPORT|AE|Q|AL10|BMS7-304|Aluminum Alloy 7075
D5713015920000|BAGUE EPAULEE|AU|F|AL10|AMS5643|Stainless Steel 321
D5713210920040|FERRURE JONCTION|D|BH|AL10|ABP3-7101|15-5PH Stainless Steel
D5713210920140|FERRURE JONCTION|AC|BK|AL10|ABP3-4001|Titanium Alloy Ti-6Al-4V
D5713215220000|FERRURE NUE|BH|L01|AL10|AMS5662|Inconel 718 Nickel Alloy
D5713215220200|FERRURE NUE|E02|P|AL10|BMS7-26|Aluminum Alloy 2024
D5713215320000|FERRURE NUE|E00|S02|AL10|AMS5643|Stainless Steel 321
D5713215320200|FERRURE NUE|Q|AA|AL10|ABP3-4001|Titanium Alloy Ti-6Al-4V
D5713215520000|BAGUE|AP1|AP|AL10|BMS7-26|Aluminum Alloy 2024
D5713315820000|BAGUE EPAULEE|D|D02|AL10|BMS7-430|Inconel 718 Nickel Alloy
D5713315920000|BAGUE EPAULEE|AW|BH|AL10|BMS7-380|Stainless Steel 15-5PH
D5713316320200|FER.REP.CADR.OBLIQ|S01|AC2|AL10|BMS7-304|Aluminum Alloy 7075
D5713408820400|FRONT DOUBLER|E01|C01|AL10|AMS5643|Stainless Steel 321
D5713408920000|RENFORT ARRIERE|AD1|V01|AL10|ABP3-4201|Titanium Alloy Plate
D5713410320000|FER.EXTERNE C.36|H|M01|AL10|ABP3-2101|Aluminum Alloy 7075
D5713410320100|FER.EXTERNE C.36|B00|AL|AL10|ABP3-2304|Aluminum Alloy 2024
D5713410920000|FITTING-KEEL BEAM|AC|Z|AL10|AMS4928|Titanium Alloy Ti-6Al-4V
D5713415320000|FER. BIEL. C.42 Y254|T|L01|AL10|BMS7-26|Aluminum Alloy 2024
D5713415520000|FER. BIEL. C.42 Y765|S01|U01|AL10|AMS4928|Titanium Alloy Ti-6Al-4V
D5713415820000|BAGUE|BG|AC|AL10|ABP3-2101|Aluminum Alloy 7075
D5713415920000|BAGUE|BK|H01|AL10|ABP3-7101|15-5PH Stainless Steel
D5713420820000|FIER. BEL. C42 Y1292|BH|T01|AL10|BMS7-304|Aluminum Alloy 7075
D5713420820200|FIER. BEL. C42 -Y1292|AE|D|AL10|BMS7-304|Aluminum Alloy 7075
D5713420920000|FIER. BEL.C42 Y1292|Z|D00|AL10|BMS7-26|Aluminum Alloy 2024
D5713420920200|FIER. BEL.C42 -Y1292|R|AR|AL10|AMS5662|Inconel 718 Nickel Alloy
D5713421020000|FIER. BEL. C42 Y765|E|F02|AL10|ABP3-4201|Titanium Alloy Plate
D5713421120000|FER. BIEL. C.42 Y254|B01|AG|AL10|BMS7-26|Aluminum Alloy 2024
D5791032020002|FERRURE|AD|L|AL10|ABP3-4201|Titanium Alloy Plate
D5791033600001|FITTING-LOWER SKIN|B01|AD2|AL10|AMS4928|Titanium Alloy Ti-6Al-4V
D5791033620001|FERRURE|AD2|F|AL10|ABP3-4201|Titanium Alloy Plate
D5791065720000|SUPPORT USINE|BK|S02|AL10|BMS7-26|Aluminum Alloy 2024
D5791218920001|FITTING-BEVEL GEAR|U|Q|AL10|AMS5662|Inconel 718 Nickel Alloy
D5791218920201|FITTING-BEVEL GEAR|T01|F02|AL10|ABP3-2101|Aluminum Alloy 7075
D5791262520000|FITTING|AB1|BK|AL10|ABP3-2304|Aluminum Alloy 2024
D5791300720200|FITTING|AC|E|AL10|BMS7-26|Aluminum Alloy 2024
D5791300720400|28-FITTING|AU|AD1|AL10|BMS7-430|Inconel 718 Nickel Alloy
D5791316200000|28-BRACKET ASSY|AD|BA|AL10|ABP3-2304|Aluminum Alloy 2024
D5791316220000|28-SUPPORT EQUIPE|D03|BA|AL10|BMS7-304|Aluminum Alloy 7075
D5791332720040|FITTING|AN1|M|AL10|BMS7-380|Stainless Steel 15-5PH
D5791332820040|FITTING|AB1|AW|AL10|BMS7-430|Inconel 718 Nickel Alloy
E5312022020000|FITTING Y0-P22687|AD2|D01|AL10|BMS7-26|Aluminum Alloy 2024
E5312072600000|FITTING ASSY-PU.RACK|L01|AJ|AL10|ABP3-2304|Aluminum Alloy 2024
E5322050220000|FAIRING HINGE FR24A|AP|W01|AL10|BMS7-331|Titanium Alloy 6AL-4V
E5322050220100|FAIRING HINGE FR24A|E00|L|AL10|BMS7-380|Stainless Steel 15-5PH
E5323349620000|BRACKET STAY ROLLER|M01|W01|AL10|ABP3-4001|Titanium Alloy Ti-6Al-4V
E5323349720000|BRACKET STAY ROLLER|D|Z|AL10|ABP3-7101|15-5PH Stainless Steel
E5323350220000|FERRURE LAT.APPUI JOINT|W01|N/A|AL10|BMS7-26|Aluminum Alloy 2024
E57111009200.00|FRONT DOUBLER|F|G02|AL10|BMS7-304|Aluminum Alloy 7075
E5711100920040|FRONT DOUBLER|V01|AL|AL10|AMS5643|Stainless Steel 321
E5711101820000|GUSSET|T|L|AL10|BMS7-304|Aluminum Alloy 7075
E5791064720000|SEALING BRACKET|B|C|AL10|BMS7-430|Inconel 718 Nickel Alloy
E5791064720100|SEALING BRACKET|L01|BD|AL10|BMS7-304|Aluminum Alloy 7075
F5312302420000|FERRURE|AT|AG|AL10|AMS5662|Inconel 718 Nickel Alloy
F5312302420100|FERRURE|AQ|BD|AL10|BMS7-304|Aluminum Alloy 7075
F5711021820201|FERRURE|AV|V01|AL10|ABP3-7101|15-5PH Stainless Steel
F5711032420000|RING-RETAINING|E00|AP|AL10|BMS7-380|Stainless Steel 15-5PH
F5711032420800|RING-RETAINING|Z|L|AL10|BMS7-304|Aluminum Alloy 7075
F5711032421000|RING-RETAINING|U|AR|AL10|ABP3-2101|Aluminum Alloy 7075
F5711065520001|FERRURE BIELLE|B00|AU|AL10|ABP3-4001|Titanium Alloy Ti-6Al-4V
F5711065620001|FERRURE BIELLE|AD|AA|AL10|BMS7-304|Aluminum Alloy 7075
F5711683120000|BAGUE|BB|L01|AL10|BMS7-430|Inconel 718 Nickel Alloy
F5711683120001|FERRURE Y450/Y1456|AB|L01|AL10|BMS7-26|Aluminum Alloy 2024
F5711683520001|FERRURE AR Y1959|J|L|AL10|ABP3-2101|Aluminum Alloy 7075
F5711686720001|FITTING-STRUT UP.|C|AQ|AL10|ABP3-4201|Titanium Alloy Plate
F5711686820000|BAGUE|D03|AT|AL10|BMS7-430|Inconel 718 Nickel Alloy
F5711686820400|BAGUE|U02|D|AL10|BMS7-430|Inconel 718 Nickel Alloy
F5711686820600|BAGUE|N|H|AL10|ABP3-2101|Aluminum Alloy 7075
F5711687620001|FITTING REAR LOWER|AH|AM|AL10|BMS7-26|Aluminum Alloy 2024
F5711688320001|FERRURE AR Y0|AD1|H|AL10|ABP3-4001|Titanium Alloy Ti-6Al-4V
F5711690420000|FERRURE R10-R11 Y953|A00|AV|AL10|BMS7-331|Titanium Alloy 6AL-4V
V2123363820000|BRACKET|D02|F01|AL10|ABP3-4201|Titanium Alloy Plate
V2123363820100|BRACKET|D|W|AL10|ABP3-4201|Titanium Alloy Plate
V2123393200000|BRACKET ASSY|Z|AJ|AL10|AMS5643|Stainless Steel 321
V2123393200200|BRACKET ASSY|T|AT|AL10|BMS7-26|Aluminum Alloy 2024
V2123393200600|BRACKET ASSY|H01|S01|AL10|ABP3-4201|Titanium Alloy Plate
V2123393200700|BRACKET ASSY|Q|AM|AL10|BMS7-26|Aluminum Alloy 2024
V2123393200800|BRACKET ASSY|AD|AG|AL10|AMS5643|Stainless Steel 321
V2123393620000|BRACKET|AB|AP|AL10|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5311818520203|ANGLE FR19 STR4LH|V01|D|AL10|ABP3-2101|Aluminum Alloy 7075
V5311949800000|LH BORDER RAIL EQ|Q|B00|AL10|AMS5662|Inconel 718 Nickel Alloy
V5331825020000|SPLICE BEAM Y311 LH|AG|AV|AL10|ABP3-7101|15-5PH Stainless Steel
V5331825020100|SPLICE BEAM Y311 RH|AD|AD2|AL10|BMS7-304|Aluminum Alloy 7075
V5331854520000|ANGLE F53-54 Y+/-2565|AD1|AT|AL10|ABP3-7101|15-5PH Stainless Steel
V5331854520200|ANGLE F53-54 Y+/-2565|Y|D|AL10|ABP3-4201|Titanium Alloy Plate
V5331879220000|CLIP|G|AU|AL10|AMS4928|Titanium Alloy Ti-6Al-4V
V5331892720000|WINDOW CLIP|V01|AM|AL10|ABP3-2101|Aluminum Alloy 7075
V5331892720100|WINDOW CLIP|W01|E01|AL10|ABP3-7101|15-5PH Stainless Steel
V5331897920000|CLIP|BA|Z|AL10|BMS7-304|Aluminum Alloy 7075
V5331899420000|CLIP|AT|AG1|AL10|AMS4928|Titanium Alloy Ti-6Al-4V
V5331899420100|CLIP|Y|AL|AL10|BMS7-430|Inconel 718 Nickel Alloy
V5331914020000|SHIM|C|AN1|AL10|AMS5662|Inconel 718 Nickel Alloy
V5331914020200|SHIM|AG1|D00|AL10|BMS7-304|Aluminum Alloy 7075
V5331914020400|SHIM|M|Z01|AL10|AMS5662|Inconel 718 Nickel Alloy
V5331914020600|SHIM|N/A|AP|AL10|AMS4928|Titanium Alloy Ti-6Al-4V
V5331914020800|SHIM|F02|C|AL10|ABP3-2101|Aluminum Alloy 7075
V5331914021000|SHIM|V01|AP|AL10|AMS4928|Titanium Alloy Ti-6Al-4V
V5331914021200|SHIM|AN1|U|AL10|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5331914021400|SHIM|AB|R|AL10|ABP3-2304|Aluminum Alloy 2024
V5331914021600|SHIM|AN|Q|AL10|ABP3-4201|Titanium Alloy Plate
V5331914021800|SHIM|Y|E01|AL10|ABP3-2304|Aluminum Alloy 2024
V5331914022000|SHIM|AC|L01|AL10|BMS7-26|Aluminum Alloy 2024
V5331914022200|SHIM|J|N/A|AL10|BMS7-304|Aluminum Alloy 7075
V5331914022400|SHIM|W|AK|AL10|BMS7-26|Aluminum Alloy 2024
V5331914022600|SHIM|AN|D00|AL10|BMS7-331|Titanium Alloy 6AL-4V
V5331914022800|SHIM|AP1|AJ|AL10|BMS7-380|Stainless Steel 15-5PH
V5331914023000|SHIM|C|AB|AL10|ABP3-2101|Aluminum Alloy 7075
V5331914023200|SHIM|G|E01|AL10|BMS7-430|Inconel 718 Nickel Alloy
V5331914023400|SHIM|D|AH|AL10|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5331914023600|SHIM|J|BD|AL10|BMS7-26|Aluminum Alloy 2024
V5331914023800|SHIM|M01|AG1|AL10|ABP3-2304|Aluminum Alloy 2024
V5331914024000|SHIM|T01|S02|AL10|BMS7-331|Titanium Alloy 6AL-4V
V5331914024200|SHIM|M|E00|AL10|BMS7-430|Inconel 718 Nickel Alloy
V5331914024400|SHIM|AP|AN|AL10|AMS5662|Inconel 718 Nickel Alloy
V5331914024600|SHIM|BH|A|AL10|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5331915920000|BRACKET Y0|Y|AL|AL10|AMS5643|Stainless Steel 321
V5331915920200|BRACKET Y0|A00|Y|AL10|BMS7-430|Inconel 718 Nickel Alloy
V5331916720000|CLIP T|BD|D00|AL10|BMS7-304|Aluminum Alloy 7075
V5331916820000|CLIP L|AP1|AW|AL10|BMS7-304|Aluminum Alloy 7075
V5331916820100|CLIP L|E00|J|AL10|BMS7-304|Aluminum Alloy 7075
V5331952520000|DIAPHRAGM ANGLE Y0|AN|BH|AL10|AMS5643|Stainless Steel 321
V5331955520000|TÔLE DE FERMETURE|AN|G|AL10|AMS5643|Stainless Steel 321
V5331956520000|STABILISATEUR 55-5|AR|AS|AL10|BMS7-304|Aluminum Alloy 7075
V5331956520100|STABILISATEUR 55-5|F01|Z|AL10|BMS7-26|Aluminum Alloy 2024
V5331956620000|STABILISATEUR 56-5|N/A|B01|AL10|BMS7-380|Stainless Steel 15-5PH
V5331956620100|STABILISATEUR 56-5|Q|M|AL10|AMS4928|Titanium Alloy Ti-6Al-4V
V5331956820000|STABILISATEUR 58-5|G02|S|AL10|AMS5643|Stainless Steel 321
V5331956820100|STABILISATEUR 58-5|D03|P|AL10|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5331956920000|STABILISATEUR 59-5|AD|J01|AL10|ABP3-2101|Aluminum Alloy 7075
V5331956920100|STABILISATEUR 59-5|AH|C|AL10|BMS7-304|Aluminum Alloy 7075
V5331957020000|STABILISATEUR 60-5|W|L|AL10|BMS7-26|Aluminum Alloy 2024
V5331957020100|STABILISATEUR 60-5|AP|U|AL10|AMS5643|Stainless Steel 321
V5331966400000|FALSE GUIDE FITTING|AA|U01|AL10|BMS7-331|Titanium Alloy 6AL-4V
V5331966400100|FALSE GUIDE FITTING|J|AJ|AL10|AMS5662|Inconel 718 Nickel Alloy
V5331966500000|FALSE GUIDE FITTING|H01|D00|AL10|AMS4928|Titanium Alloy Ti-6Al-4V
V5331966500200|FALSE GUIDE FITTING|G|AP|AL10|AMS5643|Stainless Steel 321
V5331966620000|TYRE GUIDE P1G|AQ|Y|AL10|AMS4928|Titanium Alloy Ti-6Al-4V
V5331966720000|TYRE GUIDE P1D|AN|Q|AL10|AMS5662|Inconel 718 Nickel Alloy
V5331967920000|TÔLE DE FERMETURE|J|BB|AL10|BMS7-331|Titanium Alloy 6AL-4V
V5390034720000|50-BRACKET|U01|L01|AL10|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5390034720100|50-BRACKET|AN1|AE|AL10|BMS7-304|Aluminum Alloy 7075
V5390034820000|50-BRACKET|H01|AD2|AL10|ABP3-7101|15-5PH Stainless Steel
V5390034820100|50-BRACKET|BD|AK|AL10|BMS7-304|Aluminum Alloy 7075
V5390035000000|BRACKET ASSY|U01|AK|AL10|AMS4928|Titanium Alloy Ti-6Al-4V
V5390035000100|BRACKET ASSY|V01|S01|AL10|ABP3-7101|15-5PH Stainless Steel
V5390035220000|50-BRACKET|AB1|AL|AL10|BMS7-430|Inconel 718 Nickel Alloy
V5390035500000|BRACKET ASSY|F01|E02|AL10|ABP3-2101|Aluminum Alloy 7075
V5390035500100|BRACKET ASSY|F02|W01|AL10|ABP3-7101|15-5PH Stainless Steel
V5390035600000|BRACKET ASSY|BB|AN|AL10|BMS7-380|Stainless Steel 15-5PH
V5390035600100|BRACKET ASSY|Z01|AD|AL10|ABP3-2101|Aluminum Alloy 7075
V5390035700000|BRACKET ASSY|C|P|AL10|BMS7-304|Aluminum Alloy 7075
V5390035700100|BRACKET ASSY|BA|AH|AL10|AMS5662|Inconel 718 Nickel Alloy
V5390035820000|50-BRACKET|J|N/A|AL10|ABP3-7101|15-5PH Stainless Steel
V5390035820100|50-BRACKET|AD2|T|AL10|BMS7-380|Stainless Steel 15-5PH
V5390035900000|BRACKET ASSY|C00|T|AL10|BMS7-26|Aluminum Alloy 2024
V5390035900100|BRACKET ASSY|AE|BA|AL10|BMS7-380|Stainless Steel 15-5PH
V5390036400000|BRACKET ASSY|AC2|M|AL10|AMS5643|Stainless Steel 321
V5390036400100|BRACKET ASSY|AP1|F02|AL10|BMS7-26|Aluminum Alloy 2024
V5390036600000|BRACKET ASSY|E01|B00|AL10|BMS7-331|Titanium Alloy 6AL-4V
V5390036600100|BRACKET ASSY|D02|AC|AL10|BMS7-430|Inconel 718 Nickel Alloy
V5390036700000|BRACKET ASSY|AC2|BK|AL10|ABP3-2101|Aluminum Alloy 7075
V5390036700100|BRACKET ASSY|BG|B|AL10|AMS5662|Inconel 718 Nickel Alloy
V5390036800000|BRACKET ASSY|AJ|BK|AL10|AMS4928|Titanium Alloy Ti-6Al-4V
V5390036800100|BRACKET ASSY|Q|AR|AL10|ABP3-2101|Aluminum Alloy 7075
V5390036900000|BRACKET ASSY|D03|E02|AL10|ABP3-2304|Aluminum Alloy 2024
V5390036900100|BRACKET ASSY|AD|B00|AL10|BMS7-331|Titanium Alloy 6AL-4V
V5390037000000|BRACKET ASSY|AB|G|AL10|BMS7-26|Aluminum Alloy 2024
V5390037000100|BRACKET ASSY|AD2|AA|AL10|AMS5643|Stainless Steel 321
V5390037820000|50-BRACKET|E01|BH|AL10|ABP3-4201|Titanium Alloy Plate
V5390037820100|50-BRACKET|AB|C|AL10|BMS7-304|Aluminum Alloy 7075
V5390038500000|BRACKET ASSY|M|H01|AL10|BMS7-26|Aluminum Alloy 2024
V5390038500100|BRACKET ASSY|H|AU|AL10|AMS5662|Inconel 718 Nickel Alloy
V5390038620100|50-BRACKET EQ.|AV|AD2|AL10|ABP3-2304|Aluminum Alloy 2024
V5390038700000|BRACKET ASSY|AD|C01|AL10|BMS7-331|Titanium Alloy 6AL-4V
V5390038700040|50-BRACKET EQ|P|C|AL10|AMS4928|Titanium Alloy Ti-6Al-4V
V5390038700140|50-BRACKET EQ|U02|D|AL10|BMS7-26|Aluminum Alloy 2024
V5390038920000|50-BRACKET|Z|D|AL10|ABP3-2304|Aluminum Alloy 2024
V5390038920100|50-BRACKET|R|AT|AL10|AMS5662|Inconel 718 Nickel Alloy
V5390039400000|BRACKET ASSY|L|F|AL10|AMS5662|Inconel 718 Nickel Alloy
V5390039600000|50-BRACKET EQ|AV|B01|AL10|BMS7-304|Aluminum Alloy 7075
V5390039600100|50-BRACKET EQ|B00|AD2|AL10|ABP3-7101|15-5PH Stainless Steel
V5390039800000|50-BRACKET EQ|S|M01|AL10|ABP3-4201|Titanium Alloy Plate
V5390039800100|50-BRACKET EQ|S01|N|AL10|BMS7-26|Aluminum Alloy 2024
V5390039900000|50-BRACKET EQ|M01|S|AL10|AMS5662|Inconel 718 Nickel Alloy
V5390039900100|50-BRACKET EQ|Y|L|AL10|BMS7-304|Aluminum Alloy 7075
V5390040100000|50-BRACKET EQ|BK|R|AL10|BMS7-331|Titanium Alloy 6AL-4V
V5390040100100|50-BRACKET EQ|AP1|U01|AL10|BMS7-304|Aluminum Alloy 7075
V5390040200000|50-BRACKET EQ|AN|P|AL10|BMS7-26|Aluminum Alloy 2024
V5390040200100|50-BRACKET EQ|F01|Q|AL10|ABP3-7101|15-5PH Stainless Steel
V5390040800000|50-BRACKET EQ|T01|AH|AL10|ABP3-4201|Titanium Alloy Plate
V5390040800100|50-BRACKET EQ|BK|F01|AL10|ABP3-2304|Aluminum Alloy 2024
V5390040900000|50-BRACKET EQ|D01|D03|AL10|ABP3-2101|Aluminum Alloy 7075
V5390040900100|50-BRACKET EQ.|M01|J|AL10|BMS7-331|Titanium Alloy 6AL-4V
V5390041020000|50-BRACKET|E|AH|AL10|AMS5643|Stainless Steel 321
V5390041100000|50-BRACKET EQ|AP|AG1|AL10|ABP3-2304|Aluminum Alloy 2024
V5390041100100|50-BRACKET EQ|AP1|D01|AL10|BMS7-430|Inconel 718 Nickel Alloy
V5390042420000|50-BRACKET|AB1|AK|AL10|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5390042820000|21-BRACKET|J01|AP|AL10|BMS7-331|Titanium Alloy 6AL-4V
V5390044320000|21-BRACKET|N/A|AA|AL10|AMS4928|Titanium Alloy Ti-6Al-4V
V5391113200000|SUPPORT ÉQUIPÉ|AC|Y|AL10|BMS7-26|Aluminum Alloy 2024
V5391122900000|BRACKET ASSY|M|B00|AL10|AMS4928|Titanium Alloy Ti-6Al-4V
V5391123000000|BRACKET ASSY|E01|R|AL10|AMS5662|Inconel 718 Nickel Alloy
V5391123100000|BRACKET ASSY|Z01|B01|AL10|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5391128100000|BRACKET ASSY|A00|U|AL10|AMS5662|Inconel 718 Nickel Alloy
V5391128100100|BRACKET ASSY|D|L|AL10|AMS5662|Inconel 718 Nickel Alloy
V5391128200000|BRACKET ASSY|AW|G|AL10|BMS7-331|Titanium Alloy 6AL-4V
V5391128200100|BRACKET ASSY|A|U02|AL10|BMS7-304|Aluminum Alloy 7075
V5391128300000|BRACKET ASSY|M01|AH|AL10|BMS7-26|Aluminum Alloy 2024
V5391128300100|BRACKET ASSY|E00|AG1|AL10|BMS7-380|Stainless Steel 15-5PH
V5391128400000|BRACKET ASSY|AS|Y|AL10|BMS7-331|Titanium Alloy 6AL-4V
V5391128400100|BRACKET ASSY|BA|M01|AL10|AMS5643|Stainless Steel 321
V5391128500000|BRACKET ASSY|H01|AG1|AL10|AMS5662|Inconel 718 Nickel Alloy
V5391128900000|BRACKET ASSY|D|AU|AL10|AMS5662|Inconel 718 Nickel Alloy
V5391129000000|BRACKET ASSY|BH|G02|AL10|AMS5643|Stainless Steel 321
V5391133100000|SUPPORT ÉQUIPÉ|B00|H|AL10|ABP3-2304|Aluminum Alloy 2024
V5391136200000|BRACKET ASSY|T|U|AL10|BMS7-26|Aluminum Alloy 2024
V5391137700000|BRACKET ASSY|B01|B01|AL10|BMS7-26|Aluminum Alloy 2024
V5391137700100|BRACKET ASSY|D00|AL|AL10|ABP3-2304|Aluminum Alloy 2024
V5391198300000|BRACKET ASSY|AT|A|AL10|BMS7-304|Aluminum Alloy 7075
V5392295000000|50-BRACKET EQ.|C00|AC|AL10|BMS7-26|Aluminum Alloy 2024
V5392295100000|50-BRACKET EQ|AV|AC2|AL10|BMS7-26|Aluminum Alloy 2024
V5392295200000|BRACKET ASSY|D03|BK|AL10|BMS7-26|Aluminum Alloy 2024
V5392295600000|50-BRACKET EQ.|P|AW|AL10|BMS7-430|Inconel 718 Nickel Alloy
V5392295600100|50-BRACKET EQ.|AC2|M01|AL10|BMS7-26|Aluminum Alloy 2024
V5392296120000|32-BRACKET|AH|AC|AL10|BMS7-26|Aluminum Alloy 2024
V5392297000000|21-BRACKET EQ.|AC|N/A|AL10|AMS5662|Inconel 718 Nickel Alloy
V5392350620000|BRACKET|E|Z|AL10|AMS5662|Inconel 718 Nickel Alloy
V5392350620100|BRACKET|BB|AW|AL10|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5393355520000|BRACKET|AD1|AN1|AL10|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5393882100000|BRACKET ASSY|AW|E00|AL10|BMS7-26|Aluminum Alloy 2024
V5393889300000|21-BRACKET ASSY|B00|T|AL10|BMS7-26|Aluminum Alloy 2024
V5393891800000|21-BRACKET ASSY|AP1|B01|AL10|BMS7-304|Aluminum Alloy 7075
V5393919500000|BRACKET ASSY|C|D|AL10|ABP3-7101|15-5PH Stainless Steel
V5393919500100|BRACKET ASSY|B00|AL|AL10|ABP3-2101|Aluminum Alloy 7075
V5393989700000|BRACKET|U01|M|AL10|AMS5662|Inconel 718 Nickel Alloy
V5393989800000|BRACKET|J|N/A|AL10|ABP3-4201|Titanium Alloy Plate
V5711570120000|ANGLE F46-52 Y+/-2565|F02|AC|AL10|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5791424700000|BRACKET UPPER PANEL|AQ|AK|AL10|ABP3-4201|Titanium Alloy Plate
V5791424900000|BRACKET UPPER PANEL|AW|AS|AL10|BMS7-380|Stainless Steel 15-5PH
V5791425000000|BRACKET UPPER PANEL|U01|S01|AL10|BMS7-331|Titanium Alloy 6AL-4V
V5791425800000|BRACKET|F|BG|AL10|ABP3-4001|Titanium Alloy Ti-6Al-4V
V9241252800000|EQUIPPED BRACKET|D03|R|AL10|BMS7-430|Inconel 718 Nickel Alloy
V9241252820200|BRACKET|U|J|AL10|ABP3-4201|Titanium Alloy Plate
V9241252900000|EQUIPPED BRACKET|Y|AW|AL10|BMS7-304|Aluminum Alloy 7075
V9241252920200|BRACKET|Q|D02|AL10|ABP3-2101|Aluminum Alloy 7075
V9241253800000|EQUIPPED BRACKET|V01|AC|AL10|ABP3-4201|Titanium Alloy Plate
V9241253820200|BRACKET|L|AW|AL10|AMS4928|Titanium Alloy Ti-6Al-4V
V9241253900000|EQUIPPED BRACKET|P|S01|AL10|AMS5662|Inconel 718 Nickel Alloy
V9241253920200|BRACKET|A00|AL|AL10|BMS7-304|Aluminum Alloy 7075
V9241283020000|FITTING|T01|AW|AL10|ABP3-4001|Titanium Alloy Ti-6Al-4V
V9241285720000|FITTING|Y|K|AL10|ABP3-4001|Titanium Alloy Ti-6Al-4V
V9241285820000|FITTING|L01|AC2|AL10|ABP3-4201|Titanium Alloy Plate
